Financial_Mapping_Ledger_2026-09-13_v172.txt
================================================================================
MERCHANT & PAYEE MAPPING LEDGER
Date: 2026-09-13 (Version 172)
Role: Deterministic Dictionary for CSV/PDF Transaction Mapping & Batch Accumulator
File Name: Financial_Mapping_Ledger_2026-09-13_v172.txt
================================================================================
Merchant_String                     | Target_Label                        | Status         | Hit_Count | Last_Seen
Chapin 4701 HydroFeed 24-Ounce in-Line A* | Garden_Purchases                    | [MAPPED]       | 2         | 2026-06
Woods Extension Cord Storage Reel - Hold* | Garden_Purchases                    | [MAPPED]       | 2         | 2026-06
10 Pack Ground Garden Rebar Stakes Rebar* | Garden_Purchases                    | [MAPPED]       | 2         | 2026-06
AMAZON MKTPL*BV3YU9LZ0              | Garden_Purchases                    | [MAPPED]       | 2         | 2026-06
Military Backpack Shoulder Strap Pouch H* | Outdoors                            | [MAPPED]       | 4         | 2026-06
Futurizta Tech® Zeus-X Short USB-C to US* | Electronic_Equipment                | [MAPPED]       | 4         | 2026-06
homenote 4 Inch Seed Starting Trays with* | Garden_Purchases                    | [MAPPED]       | 4         | 2026-06
Azomite Raw Supply Organic Trace Mineral* | Garden_Purchases                    | [MAPPED]       | 4         | 2026-06
Etsy.com*CrisDavid                  | Garden_Purchases                    | [MAPPED]       | 4         | 2026-06
SQ *A NATURAL FARM &amp; EDUC       | Garden_Purchases                    | [MAPPED]       | 4         | 2026-06
Shipping address is undeliverable*  | Garden_Purchases                    | [MAPPED]       | 4         | 2026-06
GQIRIL 40pcs Planting Grow Rings, Round* | Garden_Purchases                    | [MAPPED]       | 4         | 2026-06
RESTMO 2 Way Garden Hose Splitter Heavy* | Garden_Purchases                    | [MAPPED]       | 4         | 2026-06
Sanpaint Garden Hose Repair Connector Fi* | Garden_Purchases                    | [MAPPED]       | 4         | 2026-06
Bayco KW-130 Cord Storage Reel with Cent* | Garden_Purchases                    | [MAPPED]       | 4         | 2026-06
IN *CENTRAL FLORIDA POOL            | House_Maintenance                   | [MAPPED]       | 6         | 2026-06
DEPT OF VA CO-PAY                   | Medication                          | [MAPPED]       | 9         | 2026-06
PINCH A PENNY #121                  | House_Maintenance                   | [MAPPED]       | 10        | 2026-06
TRACTOR SUPPLY #2568                | Garden_Purchases                    | [MAPPED]       | 10        | 2026-06
CHIPOTLE MEX GR ONLINE              | Food                                | [MAPPED]       | 14        | 2026-06
LOWES #00642*                       | House_Maintenance                   | [MAPPED]       | 32        | 2026-06
WAL-MART*                           | Food                                | [MAPPED]       | 94        | 2026-06
Remerry 16x13 Floating Refreshment Table* | Cookware                            | [MAPPED]       | 2         | 2026-07
SOLIGT Self Watering Seed Starter Trays* | Garden_Purchases                    | [MAPPED]       | 2         | 2026-07
LITTLE CAESAR'S 3680-0001           | Food                                | [MAPPED]       | 2         | 2026-07
AMAZON MKTPL*WC8KI6OG3              | Garden_Purchases                    | [MAPPED]       | 2         | 2026-07
Restmo 4 Way Garden Hose Splitter Heavy* | Garden_Purchases                    | [MAPPED]       | 2         | 2026-07
Braun Clean & Renew Refill Cartridges CC* | Hygene                              | [MAPPED]       | 2         | 2026-07
GEAR AID Aquaseal SR Shoe Repair Adhesiv* | Clothes                             | [MAPPED]       | 2         | 2026-07
Amazon Basics Scented Trash Bags, Tall K* | House_Maintenance                   | [MAPPED]       | 2         | 2026-07
Master Lock Magnum Heavy Duty Outdoor Pa* | House_Maintenance                   | [MAPPED]       | 2         | 2026-07
NOW Foods Supplements, L-Carnitine 1,000* | Supplements                         | [MAPPED]       | 2         | 2026-07
NOW Foods Supplements, Berberine Glucose* | Supplements                         | [MAPPED]       | 2         | 2026-07
Titanker Bike Lock Cable,12mm Thick Secu* | House_Maintenance                   | [MAPPED]       | 2         | 2026-07
Ear Dryer for Adults, Ear Pressure Relie* | Hygene                              | [MAPPED]       | 2         | 2026-07
LOWES #02651*                       | Garden_Purchases                    | [MAPPED]       | 2         | 2026-07
Portable Golf Hole Cutter Tool, Golf Pra* | Garden_Purchases                    | [MAPPED]       | 2         | 2026-07
Barge All Purpose Cement, Blue, 2 oz* | Office_Supplies                     | [MAPPED]       | 2         | 2026-07
Roundup Pro Concentrate Herbicide - 1 ju* | Garden_Purchases                    | [MAPPED]       | 2         | 2026-07
SHULOOK Men's Waterproof Hiking Boots No* | Clothes                             | [MAPPED]       | 2         | 2026-07
RIDE WITH GPS                       | Ride_With_GPS                       | [MAPPED]       | 4         | 2026-07
SOLIGT 144 Cell Self Watering Seed Start* | Garden_Purchases                    | [MAPPED]       | 4         | 2026-07
Customer return*                    | Garden_Purchases                    | [MAPPED]       | 4         | 2026-07
ESOHOT 4 inch Tall Landscape Edging Kit* | Garden_Purchases                    | [MAPPED]       | 4         | 2026-07
eufy Security Smart Lock E31, Fingerprin* | House_Maintenance                   | [MAPPED]       | 4         | 2026-07
SOLE ONLINE STORE                   | Fitness                             | [MAPPED]       | 6         | 2026-07
ELEGANTLY DENTAL RP                 | Dental                              | [MAPPED]       | 7         | 2026-07
EXXON 7-ELEVEN 38204                | Car                                 | [MAPPED]       | 8         | 2026-07
T-MOBILE                            | T-Mobile_Cellular                   | [MAPPED]       | 31        | 2026-08
DUKEENERGY                          | Electric_Bill                       | [MAPPED]       | 31        | 2026-08
THE HOME DEPOT #0261                | House_Maintenance                   | [MAPPED]       | 42        | 2026-07
ORANGE COUNTY UTILITIES             | OUC_Water_Bill                      | [MAPPED]       | 50        | 2026-07
SAMSCLUB*                           | Food                                | [MAPPED]       | 69        | 2026-08
SIXCAR Weed Remover Tool,Portable Garden* | Garden_Purchases                    | [MAPPED]       | 3         | 2026-08
PROFESSIONAL AQUATIC S              | House_Maintenance                   | [MAPPED]       | 3         | 2026-08
SUBWAY 60789-0                      | Food                                | [MAPPED]       | 3         | 2026-08
GOOGLE *JRNY                        | JRNY_MX_Trainer                     | [MAPPED]       | 3         | 2026-08
PMT*OCTAXCOL TAG RENEWAL            | Car                                 | [MAPPED]       | 3         | 2026-08
J-B Weld 31310 Clear All-Purpose RTV Sil* | House_Maintenance                   | [MAPPED]       | 3         | 2026-08
GS Plant Foods Liquid Kelp Fertilizer -* | Garden_Purchases                    | [MAPPED]       | 3         | 2026-08
SP ICO POOL                         | House_Maintenance                   | [MAPPED]       | 3         | 2026-08
NEO Z-Wave Plus 700s Water Leak Sensor,* | Electronic_Equipment                | [MAPPED]       | 3         | 2026-08
RooTrimmer 12 Cell Nursery Pot Trays 5 P* | Garden_Purchases                    | [MAPPED]       | 3         | 2026-08
GASREKV Weed Puller Tool, 4-Claw Steel H* | Garden_Purchases                    | [MAPPED]       | 3         | 2026-08
CENTRAL FLORIDA POOL AND            | Pool_Maintenance                    | [MAPPED]       | 5         | 2026-08
SP BEATBOT                          | House_Maintenance                   | [MAPPED]       | 6         | 2026-08
Kaboom Scrub Free! Toilet Bowl Cleaner S* | House_Maintenance                   | [MAPPED]       | 8         | 2026-08
WALMART COM WALMART.COM             | Food                                | [MAPPED]       | 8         | 2026-08
Lavazza Super Crema Whole Bean Coffee, M* | Food                                | [MAPPED]       | 8         | 2026-08
HOMEDEPOT.COM                       | House_Maintenance                   | [MAPPED]       | 7         | 2026-08
PAPA JOHN'S #270                    | Food                                | [MAPPED]       | 9         | 2026-08
TheraBreath Healthy Gums Oral Rinse, Ant* | Hygene                              | [MAPPED]       | 13        | 2026-08
SAMSCLUB.COM                        | Food                                | [MAPPED]       | 10        | 2026-08
USPS.COM CLICKNSHIP                 | Shipping                            | [MAPPED]       | 24        | 2026-08
SAMS CLUB #6218                     | Food                                | [MAPPED]       | 32        | 2026-08
AUTOMATIC PAYMENT - THANK           | [IGNORE_TRANSFER]                   | [MAPPED]       | 38        | 2026-08
T-MOBILE                            | T-Mobile_Cellular                   | [MAPPED]       | 16        | 2026-08
DUKEENERGY                          | Electric_Bill                       | [MAPPED]       | 16        | 2026-08
CHASE CREDIT CRD                    | [IGNORE_TRANSFER]                   | [MAPPED]       | 41        | 2026-08
SAFETOUCH JAX                       | Safetouch_Alarm                     | [MAPPED]       | 39        | 2026-08
Spectrum                            | Internet_Service                    | [MAPPED]       | 50        | 2026-08
Spotify USA                         | Spotify                             | [MAPPED]       | 50        | 2026-08
TOVALA*                             | Food                                | [MAPPED]       | 61        | 2026-08
LYFT*                               | [IGNORE_ANOMALY_OR_DISCRETIONARY]   | [MAPPED]       | 6         | 2025-09
AMAZON MKTPL*DA6PX8L43              | [IGNORE_ANOMALY_OR_DISCRETIONARY]   | [MAPPED]       | 1         | 2024-11
SP H2OAUDIO                         | Electronic_Equipment                | [MAPPED]       | 2         | 2024-11
AMAZON MKTPL*N87Y69PJ3              | [IGNORE_ANOMALY_OR_DISCRETIONARY]   | [MAPPED]       | 1         | 2024-11
AMERICAN AIR0014445171228           | [IGNORE_ANOMALY_OR_DISCRETIONARY]   | [MAPPED]       | 1         | 2024-11
TURKS WAVE CAFE                     | [IGNORE_ANOMALY_OR_DISCRETIONARY]   | [MAPPED]       | 1         | 2024-11
AMERICAN AI 0010612021358           | [IGNORE_ANOMALY_OR_DISCRETIONARY]   | [MAPPED]       | 1         | 2024-11
BEACHES TUR N CAIC RESORT           | [IGNORE_ANOMALY_OR_DISCRETIONARY]   | [MAPPED]       | 1         | 2024-11
MASSEY SERVICES                     | Termite_Lawn                        | [MAPPED]       | 12        | 2026-07
AUTHNET GATEWAY                     | Website                             | [MAPPED]       | 7         | 2025-05
AMAZON MKTPL*QP22W0LO3              | [IGNORE_ANOMALY_OR_DISCRETIONARY]   | [MAPPED]       | 1         | 2024-12
Amazon.com*IY4JW2HS3                | [IGNORE_ANOMALY_OR_DISCRETIONARY]   | [MAPPED]       | 1         | 2024-12
LA QUINTA MOTOR INNS                | [IGNORE_ANOMALY_OR_DISCRETIONARY]   | [MAPPED]       | 3         | 2026-01
PHONE.COM * #15527087               | Website                             | [MAPPED]       | 1         | 2025-01
NOW Supplements, Berberine Glucose Suppo* | Supplements                         | [MAPPED]       | 1         | 2025-01
CITI AUTOPAY                        | [IGNORE_TRANSFER]                   | [MAPPED]       | 1         | 2025-01
AMAZON MKTPL*Z760B51A0              | [IGNORE_ANOMALY_OR_DISCRETIONARY]   | [MAPPED]       | 1         | 2025-02
AMAZON MKTPL*6E81A14Z3              | [IGNORE_ANOMALY_OR_DISCRETIONARY]   | [MAPPED]       | 1         | 2025-04
AMAZON PRIME*MQ8671SR3              | [IGNORE_ANOMALY_OR_DISCRETIONARY]   | [MAPPED]       | 1         | 2025-04
RENTALTOLL960558549                 | Car                                 | [MAPPED]       | 1         | 2025-05
Canon 067 Yellow Toner Cartridge, Compat* | Office_Supplies                     | [MAPPED]       | 1         | 2025-05
LABAMBA MEXICAN REST                | Food                                | [MAPPED]       | 1         | 2025-05
BAYMONT DOTHAN                      | [IGNORE_ANOMALY_OR_DISCRETIONARY]   | [MAPPED]       | 3         | 2025-05
NOW Foods Supplements, Glucosamine & Cho* | Supplements                         | [MAPPED]       | 1         | 2025-05
TIDAL WAVE AUTO SPA DOTH            | [IGNORE_ANOMALY_OR_DISCRETIONARY]   | [MAPPED]       | 1         | 2025-05
MARATHON PETRO257543                | [IGNORE_ANOMALY_OR_DISCRETIONARY]   | [MAPPED]       | 2         | 2025-05
FAST STOP                           | [IGNORE_ANOMALY_OR_DISCRETIONARY]   | [MAPPED]       | 1         | 2025-05
LOVE'S #0759 INSIDE                 | [IGNORE_ANOMALY_OR_DISCRETIONARY]   | [MAPPED]       | 3         | 2025-05
RMR - Tub and Tile Cleaner, Mold Stain &* | House_Maintenance                   | [MAPPED]       | 1         | 2025-05
NOW Supplements, Tri-ChromiumTM 500 mcg* | Supplements                         | [MAPPED]       | 1         | 2025-05
Nutricost Phosphatidylserine 400mg, 120* | Supplements                         | [MAPPED]       | 1         | 2025-05
Nature Made Super B Energy Complex, Diet* | Supplements                         | [MAPPED]       | 1         | 2025-05
NATIONAL CAR RENTAL                 | [IGNORE_ANOMALY_OR_DISCRETIONARY]   | [MAPPED]       | 1         | 2025-05
Nutricost Calcium D-Glucarate 500mg, 120* | Supplements                         | [MAPPED]       | 1         | 2025-05
LOVE'S #0759 OUTSIDE                | [IGNORE_ANOMALY_OR_DISCRETIONARY]   | [MAPPED]       | 2         | 2025-05
SSA - GATHERING PLACE               | [IGNORE_ANOMALY_OR_DISCRETIONARY]   | [MAPPED]       | 2         | 2025-05
SIEGIS RESTAURANT                   | [IGNORE_ANOMALY_OR_DISCRETIONARY]   | [MAPPED]       | 1         | 2025-05
SQ *NYC PIZZA                       | [IGNORE_ANOMALY_OR_DISCRETIONARY]   | [MAPPED]       | 1         | 2025-05
HERTZTOLL L10090533                 | [IGNORE_ANOMALY_OR_DISCRETIONARY]   | [MAPPED]       | 1         | 2025-05
DBH TULSA CONCESSIONS               | [IGNORE_ANOMALY_OR_DISCRETIONARY]   | [MAPPED]       | 1         | 2025-05
Sony X700-2K/4K UHD - 2D/3D - Wi-Fi - SA* | Electronic_Equipment                | [MAPPED]       | 1         | 2025-05
TRAVEL CREDIT $300/YEAR             | [IGNORE_ANOMALY_OR_DISCRETIONARY]   | [MAPPED]       | 6         | 2026-05
CARS INC. DOTHAN  ALABAMA           | [IGNORE_ANOMALY_OR_DISCRETIONARY]   | [MAPPED]       | 1         | 2025-05
LOVE'S #0466 INSIDE                 | [IGNORE_ANOMALY_OR_DISCRETIONARY]   | [MAPPED]       | 1         | 2025-05
QT 25                               | [IGNORE_ANOMALY_OR_DISCRETIONARY]   | [MAPPED]       | 1         | 2025-05
OUTBACK 1264                        | [IGNORE_ANOMALY_OR_DISCRETIONARY]   | [MAPPED]       | 1         | 2025-05
LOVE'S #0466 OUTSIDE                | [IGNORE_ANOMALY_OR_DISCRETIONARY]   | [MAPPED]       | 1         | 2025-05
SQ *BAYMONT                         | [IGNORE_ANOMALY_OR_DISCRETIONARY]   | [MAPPED]       | 1         | 2025-05
Waffle House 1535                   | Food                                | [MAPPED]       | 1         | 2025-05
SHELL OIL 10010333002               | [IGNORE_ANOMALY_OR_DISCRETIONARY]   | [MAPPED]       | 2         | 2025-05
AMAZON MKTPL*N60HZ3YB2              | [IGNORE_ANOMALY_OR_DISCRETIONARY]   | [MAPPED]       | 1         | 2025-06
AMAZON MKTPL*NN0ML17Y0              | [IGNORE_ANOMALY_OR_DISCRETIONARY]   | [MAPPED]       | 1         | 2025-06
AMAZON MKTPL*NZ86R77K2              | [IGNORE_ANOMALY_OR_DISCRETIONARY]   | [MAPPED]       | 1         | 2025-06
AH-TAH-THI-KI MUSEUM                | [IGNORE_ANOMALY_OR_DISCRETIONARY]   | [MAPPED]       | 1         | 2025-06
SMOKIES LIFE - SVC                  | [IGNORE_ANOMALY_OR_DISCRETIONARY]   | [MAPPED]       | 1         | 2025-07
RECREATION.GOV                      | [IGNORE_ANOMALY_OR_DISCRETIONARY]   | [MAPPED]       | 2         | 2025-07
EXPEDIA 72063857017563              | [IGNORE_ANOMALY_OR_DISCRETIONARY]   | [MAPPED]       | 1         | 2025-07
CL *Chase Travel                    | [IGNORE_ANOMALY_OR_DISCRETIONARY]   | [MAPPED]       | 2         | 2025-08
HOTELCOM72063789332989              | [IGNORE_ANOMALY_OR_DISCRETIONARY]   | [MAPPED]       | 2         | 2025-09
TST*CEDARS RESTAURANT               | [IGNORE_ANOMALY_OR_DISCRETIONARY]   | [MAPPED]       | 1         | 2025-07
Amazon.com*NH4EL0WU0                | [IGNORE_ANOMALY_OR_DISCRETIONARY]   | [MAPPED]       | 1         | 2025-07
KNOWN TRAVELER CREDIT               | [IGNORE_ANOMALY_OR_DISCRETIONARY]   | [MAPPED]       | 1         | 2025-07
USCUSTOMS TRUSTEDTRAVELER           | [IGNORE_ANOMALY_OR_DISCRETIONARY]   | [MAPPED]       | 1         | 2025-07
at ATM #000000006275                | [IGNORE_ANOMALY_OR_DISCRETIONARY]   | [MAPPED]       | 1         | 2025-07
RARAMA ARAPIKI                      | [IGNORE_ANOMALY_OR_DISCRETIONARY]   | [MAPPED]       | 1         | 2025-08
NENAS RAPA NUI SPA                  | [IGNORE_ANOMALY_OR_DISCRETIONARY]   | [MAPPED]       | 1         | 2025-08
MANA U RAPA NUI SPA                 | [IGNORE_ANOMALY_OR_DISCRETIONARY]   | [MAPPED]       | 1         | 2025-08
MAUREA MARKET                       | [IGNORE_ANOMALY_OR_DISCRETIONARY]   | [MAPPED]       | 1         | 2025-08
RESTAURANT PEA                      | [IGNORE_ANOMALY_OR_DISCRETIONARY]   | [MAPPED]       | 1         | 2025-08
NAKONA ISLA DE PASCUA               | [IGNORE_ANOMALY_OR_DISCRETIONARY]   | [MAPPED]       | 2         | 2025-08
SUMUP C*MARIA LEAL CANALE           | [IGNORE_ANOMALY_OR_DISCRETIONARY]   | [MAPPED]       | 1         | 2025-08
PAYPAL *SERVICIOSTU                 | [IGNORE_ANOMALY_OR_DISCRETIONARY]   | [MAPPED]       | 1         | 2025-08
SOCIEDAD COLQUE JIMENEZ S           | [IGNORE_ANOMALY_OR_DISCRETIONARY]   | [MAPPED]       | 1         | 2025-08
REST GALINDO PROVIDENCIA            | [IGNORE_ANOMALY_OR_DISCRETIONARY]   | [MAPPED]       | 1         | 2025-08
MP     *BOCANARIZ                   | [IGNORE_ANOMALY_OR_DISCRETIONARY]   | [MAPPED]       | 1         | 2025-08
HAULMER*PAPI PIZZA                  | [IGNORE_ANOMALY_OR_DISCRETIONARY]   | [MAPPED]       | 1         | 2025-08
GOOGLE *JHT Trading                 | [IGNORE_ANOMALY_OR_DISCRETIONARY]   | [MAPPED]       | 1         | 2025-08
CAFE HAITI                          | [IGNORE_ANOMALY_OR_DISCRETIONARY]   | [MAPPED]       | 1         | 2025-08
LATAM.COM XP OTRAS                  | [IGNORE_ANOMALY_OR_DISCRETIONARY]   | [MAPPED]       | 3         | 2025-08
AMAZON MKTPL*4W2J14Z73              | [IGNORE_ANOMALY_OR_DISCRETIONARY]   | [MAPPED]       | 1         | 2025-08
AMAZON MKTPL*SF3BC36C3              | [IGNORE_ANOMALY_OR_DISCRETIONARY]   | [MAPPED]       | 1         | 2025-08
AMAZON MKTPL*A26LV3SM3              | [IGNORE_ANOMALY_OR_DISCRETIONARY]   | [MAPPED]       | 1         | 2025-08
AMAZON MKTPL*EV7YK7K13              | [IGNORE_ANOMALY_OR_DISCRETIONARY]   | [MAPPED]       | 1         | 2025-08
AMAZON MKTPL*LL66L0HK3              | [IGNORE_ANOMALY_OR_DISCRETIONARY]   | [MAPPED]       | 1         | 2025-08
AMAZON MKTPL*AP0RB5SP3              | [IGNORE_ANOMALY_OR_DISCRETIONARY]   | [MAPPED]       | 1         | 2025-08
Refused to accept delivery*         | [IGNORE_ANOMALY_OR_DISCRETIONARY]   | [MAPPED]       | 4         | 2025-10
Amazon.com*T92N94QM3                | [IGNORE_ANOMALY_OR_DISCRETIONARY]   | [MAPPED]       | 1         | 2025-08
AMAZON MKTPL*NL2PQ79W1              | [IGNORE_ANOMALY_OR_DISCRETIONARY]   | [MAPPED]       | 1         | 2025-08
AMAZON MKTPL*709OI84K3              | [IGNORE_ANOMALY_OR_DISCRETIONARY]   | [MAPPED]       | 1         | 2025-09
RESTAURANT LA CASONA                | [IGNORE_ANOMALY_OR_DISCRETIONARY]   | [MAPPED]       | 2         | 2025-09
TOAKS Titanium Long Handle Spoon with Po* | Cookware                            | [MAPPED]       | 1         | 2025-09
GetYourGuideOperations              | [IGNORE_ANOMALY_OR_DISCRETIONARY]   | [MAPPED]       | 2         | 2025-09
COYO LAGUNA BANTINACHE              | [IGNORE_ANOMALY_OR_DISCRETIONARY]   | [MAPPED]       | 1         | 2025-09
EL CHARRUA                          | [IGNORE_ANOMALY_OR_DISCRETIONARY]   | [MAPPED]       | 1         | 2025-09
HOTEL TEANEHI LTDA                  | [IGNORE_ANOMALY_OR_DISCRETIONARY]   | [MAPPED]       | 1         | 2025-09
HOTEL CITY EXPRESS ENEA             | [IGNORE_ANOMALY_OR_DISCRETIONARY]   | [MAPPED]       | 1         | 2025-09
TERA AI SERVICIOS EIRL              | [IGNORE_ANOMALY_OR_DISCRETIONARY]   | [MAPPED]       | 1         | 2025-09
KANAHAU                             | [IGNORE_ANOMALY_OR_DISCRETIONARY]   | [MAPPED]       | 1         | 2025-09
PARARE E                            | [IGNORE_ANOMALY_OR_DISCRETIONARY]   | [MAPPED]       | 1         | 2025-09
NEPTUNO SUNSET                      | [IGNORE_ANOMALY_OR_DISCRETIONARY]   | [MAPPED]       | 1         | 2025-09
TERAAI RAPA NUI                     | [IGNORE_ANOMALY_OR_DISCRETIONARY]   | [MAPPED]       | 1         | 2025-09
LG ELECTRONICS USA INC              | [IGNORE_ANOMALY_OR_DISCRETIONARY]   | [MAPPED]       | 1         | 2025-10
VIOC GQ0018                         | Electronic_Equipment                | [MAPPED]       | 1         | 2025-11
SQ *CRYSTAL BRIDGES MUSEU           | [IGNORE_ANOMALY_OR_DISCRETIONARY]   | [MAPPED]       | 1         | 2025-12
CAVENDERS BOOT 47                   | [IGNORE_ANOMALY_OR_DISCRETIONARY]   | [MAPPED]       | 1         | 2025-12
QT 93                               | [IGNORE_ANOMALY_OR_DISCRETIONARY]   | [MAPPED]       | 1         | 2025-12
LOVE'S #0275 OUTSIDE                | [IGNORE_ANOMALY_OR_DISCRETIONARY]   | [MAPPED]       | 1         | 2025-12
REST INN MOTEL                      | [IGNORE_ANOMALY_OR_DISCRETIONARY]   | [MAPPED]       | 1         | 2025-12
LOVE'S #0275 INSIDE                 | [IGNORE_ANOMALY_OR_DISCRETIONARY]   | [MAPPED]       | 2         | 2025-12
BP#1978824MITT'S FOOD MA            | [IGNORE_ANOMALY_OR_DISCRETIONARY]   | [MAPPED]       | 2         | 2025-12
LOVE'S #0398 OUTSIDE                | [IGNORE_ANOMALY_OR_DISCRETIONARY]   | [MAPPED]       | 1         | 2025-12
LOVE'S #0311 OUTSIDE                | [IGNORE_ANOMALY_OR_DISCRETIONARY]   | [MAPPED]       | 1         | 2025-12
LOVE'S #0311 INSIDE                 | [IGNORE_ANOMALY_OR_DISCRETIONARY]   | [MAPPED]       | 1         | 2025-12
LOVE'S*                             | [IGNORE_ANOMALY_OR_DISCRETIONARY]   | [MAPPED]       | 22        | 2026-05
QT 41                               | [IGNORE_ANOMALY_OR_DISCRETIONARY]   | [MAPPED]       | 2         | 2026-01
SQ *WOOLAROC FRONT GATE             | [IGNORE_ANOMALY_OR_DISCRETIONARY]   | [MAPPED]       | 1         | 2026-01
DD *88BAOBAO                        | [IGNORE_ANOMALY_OR_DISCRETIONARY]   | [MAPPED]       | 1         | 2026-01
AMAZON MKTPL*PN6WD0LF3              | [IGNORE_ANOMALY_OR_DISCRETIONARY]   | [MAPPED]       | 1         | 2026-01
PY *OK                              | [IGNORE_ANOMALY_OR_DISCRETIONARY]   | [MAPPED]       | 1         | 2026-01
J'S HALLMARK 39                     | [IGNORE_ANOMALY_OR_DISCRETIONARY]   | [MAPPED]       | 1         | 2026-01
JBL PartyBox Stage 320 - Portable Party* | [IGNORE_ANOMALY_OR_DISCRETIONARY]   | [MAPPED]       | 1         | 2026-01
DEEP DISCOUNT WINE &amp; LIQU       | [IGNORE_ANOMALY_OR_DISCRETIONARY]   | [MAPPED]       | 1         | 2026-01
QUIK STOP 123                       | [IGNORE_ANOMALY_OR_DISCRETIONARY]   | [MAPPED]       | 2         | 2026-01
SQ *FRIENDS OF THE WICHIT           | [IGNORE_ANOMALY_OR_DISCRETIONARY]   | [MAPPED]       | 1         | 2026-01
OK Parks                            | [IGNORE_ANOMALY_OR_DISCRETIONARY]   | [MAPPED]       | 1         | 2026-01
PHILLIPS 66 - ASAP GEN              | [IGNORE_ANOMALY_OR_DISCRETIONARY]   | [MAPPED]       | 2         | 2026-01
NATIONAL COWBOY MUSEUM              | [IGNORE_ANOMALY_OR_DISCRETIONARY]   | [MAPPED]       | 1         | 2026-01
CASEYS #3051                        | [IGNORE_ANOMALY_OR_DISCRETIONARY]   | [MAPPED]       | 1         | 2026-01
AMAZON PRIME*XK4PY4YH3              | [IGNORE_ANOMALY_OR_DISCRETIONARY]   | [MAPPED]       | 1         | 2026-03
NOW Niacinamide 500mg,100 Capsules* | Supplements                         | [MAPPED]       | 1         | 2026-04
TEXAS ROADHOUSE #2285               | [IGNORE_ANOMALY_OR_DISCRETIONARY]   | [MAPPED]       | 1         | 2026-05
Safe Catch Wild Pacific Pink Salmon Cann* | Food                                | [MAPPED]       | 1         | 2026-05
SHIV YOG CORP. OF FL                | [IGNORE_ANOMALY_OR_DISCRETIONARY]   | [MAPPED]       | 2         | 2026-05
QUICK N CLEAN OK-06                 | [IGNORE_ANOMALY_OR_DISCRETIONARY]   | [MAPPED]       | 1         | 2026-05
Aiper Scuba V3 Ultra AI-Cognitive Roboti* | House_Maintenance                   | [MAPPED]       | 1         | 2026-07
AIPER Scuba V3 AI Vision Cordless Roboti* | House_Maintenance                   | [MAPPED]       | 1         | 2026-07
Account adjustment*                 | House_Maintenance                   | [MAPPED]       | 1         | 2026-07

--------------------------------------------------------------------------------
[ACCUMULATOR_LEDGER_JSONS]
--------------------------------------------------------------------------------
{
  "Food": {
    "2025-09": 269.96,
    "2025-10": 386.84999999999997,
    "2025-11": 180.71,
    "2025-12": 241.27999999999997,
    "2026-01": 582.63,
    "2026-02": 318.37,
    "2026-03": 319.64,
    "2026-04": 496.47,
    "2026-05": 291.57,
    "2026-06": 666.44,
    "2026-07": 710.8999999999999,
    "2026-08": 1083.9
  },
  "Electronic_Equipment": {
    "2025-09": 306.54999999999995,
    "2025-10": 148.57999999999998,
    "2025-11": 238.85,
    "2025-12": 21.69,
    "2026-01": 237.1,
    "2026-02": 217.27999999999997,
    "2026-03": 448.59999999999997,
    "2026-04": 289.07,
    "2026-05": 151.91,
    "2026-06": 67.43,
    "2026-08": 63.88
  },
  "Shipping": {
    "2026-07": 33.09,
    "2026-08": 5.12
  },
  "Supplements": {
    "2025-09": 45.98,
    "2025-10": 40.78,
    "2025-12": 32.2,
    "2026-02": 49.7,
    "2026-04": 36.4,
    "2026-05": 40.15,
    "2026-07": 47.28
  },
  "Cookware": {
    "2025-09": 10.6,
    "2025-11": 16.13,
    "2026-06": 17.619999999999997,
    "2026-07": 40.46
  },
  "Clothes": {
    "2026-04": 132.12,
    "2026-07": 75.34
  },
  "Office_Supplies": {
    "2026-03": 91.06,
    "2026-04": 31.05,
    "2026-07": 10.62
  },
  "Website": {
    "2025-10": 74.81,
    "2025-11": 197.87,
    "2026-01": 25.0,
    "2026-02": 89.38
  },
  "Car_Umbrella_Insurance": {
    "2025-10": 1946.0,
    "2026-03": 933.24,
    "2026-04": 3007.15
  },
  "Termite_Lawn": {
    "2025-11": 441.45,
    "2026-01": 89.0,
    "2026-02": 89.0,
    "2026-05": 89.0,
    "2026-07": 89.0
  },
  "Internet_Service": {
    "2025-09": 69.99,
    "2025-10": 69.99,
    "2025-11": 84.99,
    "2025-12": 84.99,
    "2026-01": 84.99,
    "2026-02": 84.99,
    "2026-03": 84.99,
    "2026-04": 84.99,
    "2026-05": 84.99,
    "2026-06": 84.99,
    "2026-07": 84.99,
    "2026-08": 169.98
  },
  "Spotify": {
    "2025-09": 13.52,
    "2025-10": 13.52,
    "2025-11": 13.52,
    "2025-12": 13.52,
    "2026-01": 13.52,
    "2026-02": 13.52,
    "2026-03": 14.64,
    "2026-04": 14.64,
    "2026-05": 14.64,
    "2026-06": 14.64,
    "2026-07": 14.64,
    "2026-08": 29.28
  },
  "Safetouch_Alarm": {
    "2025-09": 34.67,
    "2025-10": 34.67,
    "2025-11": 35.19,
    "2025-12": 35.19,
    "2026-01": 35.19,
    "2026-02": 35.19,
    "2026-03": 35.19,
    "2026-04": 35.19,
    "2026-05": 35.19,
    "2026-06": 35.19,
    "2026-07": 35.19,
